,average,ndays,1 year ago,10 years ago,increase since 1800
1974-05-19,333.37,5.0,-999.99,,50.4
1974-05-25,332.95,,,,
1974-05-26,332.95,6.0,-999.99,,50.06
1974-06-01,332.44,,,,
1974-06-02,332.35,5.0,-999.99,,49.6
1974-06-08,332.2,,,,
1974-06-09,332.2,7.0,-999.99,,49.65
1974-06-15,332.32,,,,
1974-06-16,332.37,7.0,-999.99,,50.06
1974-06-22,331.83,,,,
1974-06-23,331.73,5.0,-999.99,,49.72
1974-06-29,331.72,,,,
1974-06-30,331.69,6.0,-999.99,,50.02
1974-07-06,331.5,,,,
1974-07-07,331.46,6.0,-999.99,,50.2
1974-07-13,330.95,,,,
1974-07-14,330.83,5.0,-999.99,,50.01
1974-07-20,330.79,,,,
1974-07-21,330.76,7.0,-999.99,,50.41
1974-07-27,329.97,,,,
1974-07-28,329.81,4.0,-999.99,,49.97
1974-08-03,329.93,,,,
1974-08-04,329.85,5.0,-999.99,,50.54
1974-08-10,329.15,,,,
1974-08-11,329.15,5.0,-999.99,,50.37
1974-08-17,329.21,,,,
1974-08-18,329.06,6.0,-999.99,,50.8
1974-08-24,328.39,,,,
1974-08-25,328.33,7.0,-999.99,,50.54
1974-08-31,328.09,,,,
1974-09-01,328.06,5.0,-999.99,,50.68
1974-09-07,327.74,,,,
1974-09-08,327.56,4.0,-999.99,,50.53
1974-09-14,326.84,,,,
1974-09-15,326.72,6.0,-999.99,,49.95
1974-09-21,326.73,,,,
1974-09-22,326.99,5.0,-999.99,,50.37
1974-09-28,327.52,,,,
1974-09-29,327.31,5.0,-999.99,,50.76
1974-10-05,326.98,,,,
1974-10-06,327.07,6.0,-999.99,,50.49
1974-10-12,327.21,,,,
1974-10-13,327.23,5.0,-999.99,,50.53
1974-10-19,327.38,,,,
1974-10-20,327.4,5.0,-999.99,,50.51
1974-10-26,327.59,,,,
1974-10-27,327.64,7.0,-999.99,,50.5
1974-11-02,327.87,,,,
1974-11-03,327.8,7.0,-999.99,,50.39
1974-11-09,328.23,,,,
1974-11-10,328.5,6.0,-999.99,,50.79
1974-11-16,328.69,,,,
1974-11-17,328.61,6.0,-999.99,,50.59
1974-11-23,328.44,,,,
1974-11-24,328.46,5.0,-999.99,,50.15
1974-11-30,328.77,,,,
1974-12-01,328.8,5.0,-999.99,,50.2
1974-12-07,329.32,,,,
1974-12-08,329.39,7.0,-999.99,,50.53
1974-12-14,329.68,,,,
1974-12-15,329.78,7.0,-999.99,,50.68
1974-12-21,329.96,,,,
1974-12-22,329.96,7.0,-999.99,,50.64
1974-12-28,330.27,,,,
1974-12-29,330.38,7.0,-999.99,,50.86
1975-01-04,330.59,,,,
1975-01-05,330.49,6.0,-999.99,,50.79
1975-01-11,330.62,,,,
1975-01-12,330.59,7.0,-999.99,,50.71
1975-01-18,330.54,,,,
1975-01-19,330.79,7.0,-999.99,,50.74
1975-01-25,331.37,,,,
1975-01-26,331.24,7.0,-999.99,,51.02
1975-02-01,331.52,,,,
1975-02-02,331.64,6.0,-999.99,,51.26
1975-02-08,331.19,,,,
1975-02-09,331.11,7.0,-999.99,,50.54
1975-02-15,331.31,,,,
1975-02-16,331.42,6.0,-999.99,,50.66
1975-02-22,331.83,,,,
1975-02-23,331.96,7.0,-999.99,,50.99
1975-02-28,331.97,,,,
1975-03-02,331.77,3.0,-999.99,,50.58
1975-03-07,331.64,,,,
1975-03-09,331.64,5.0,-999.99,,50.22
1975-03-14,332.02,,,,
1975-03-16,332.11,5.0,-999.99,,50.45
1975-03-21,331.95,,,,
1975-03-23,331.9,3.0,-999.99,,49.98
1975-03-28,333.49,,,,
1975-03-30,333.3,5.0,-999.99,,51.15
1975-04-04,332.75,,,,
1975-04-06,332.78,5.0,-999.99,,50.4
1975-04-11,333.16,,,,
1975-04-13,333.16,3.0,-999.99,,50.57
1975-04-18,333.34,,,,
1975-04-20,333.28,6.0,-999.99,,50.52
1975-04-25,333.26,,,,
1975-04-27,333.48,7.0,-999.99,,50.59
1975-05-02,333.99,,,,
1975-05-04,333.94,7.0,-999.99,,50.96
1975-05-09,334.21,,,,
1975-05-11,334.25,6.0,-999.99,,51.24
1975-05-16,333.47,,,,
1975-05-18,333.46,5.0,-999.99,,50.48
1975-05-23,333.99,,,,
1975-05-25,334.0,7.0,332.95,,51.09
1975-05-30,333.92,,,,
1975-06-01,333.96,7.0,332.44,,51.18
1975-06-06,333.38,,,,
1975-06-08,333.19,6.0,332.2,,50.61
1975-06-13,333.21,,,,
1975-06-15,333.23,7.0,332.32,,50.88
1975-06-20,333.45,,,,
1975-06-22,333.5,6.0,331.83,,51.45
1975-06-27,333.05,,,,
1975-06-29,333.0,6.0,331.72,,51.29
1975-07-04,332.42,,,,
1975-07-06,332.32,6.0,331.5,,50.99
1975-07-11,332.01,,,,
1975-07-13,331.83,5.0,330.95,,50.94
1975-07-18,331.29,,,,
1975-07-20,331.37,4.0,330.79,,50.95
1975-07-25,331.26,,,,
1975-07-27,331.22,5.0,329.97,,51.31
1975-08-01,331.01,,,,
1975-08-03,331.01,6.0,329.93,,51.63
1975-08-08,330.39,,,,
1975-08-10,330.38,5.0,329.15,,51.53
1975-08-15,329.72,,,,
1975-08-17,329.48,6.0,329.21,,51.15
1975-08-22,328.79,,,,
1975-08-24,328.73,5.0,328.39,,50.87
1975-08-29,329.11,,,,
1975-08-31,329.32,5.0,328.09,,51.89
1975-09-05,329.49,,,,
1975-09-07,329.42,3.0,327.74,,52.35
1975-09-12,327.93,,,,
1975-09-14,327.94,7.0,326.84,,51.14
1975-09-19,327.96,,,,
1975-09-21,327.95,5.0,326.73,,51.32
1975-09-26,327.97,,,,
1975-09-28,327.97,5.0,327.52,,51.42
1975-10-10,328.4,,,,
1975-10-12,328.4,1.0,327.21,,51.72
1975-10-17,328.75,,,,
1975-10-19,328.73,4.0,327.38,,51.87
1975-10-24,328.65,,,,
1975-10-26,328.8,5.0,327.59,,51.71
1975-10-31,329.13,,,,
1975-11-02,329.03,6.0,327.87,,51.65
1975-11-07,328.98,,,,
1975-11-09,329.01,6.0,328.23,,51.34
1975-11-14,329.22,,,,
1975-11-16,329.22,2.0,328.69,,51.24
1975-11-21,330.27,,,,
1975-11-23,330.18,2.0,328.44,,51.91
1975-11-28,329.9,,,,
1975-11-30,329.72,1.0,328.77,,51.16
1976-01-02,331.39,,,,
1976-01-04,331.33,3.0,330.59,,51.65
1976-01-09,331.42,,,,
1976-01-11,331.53,5.0,330.62,,51.68
1976-01-16,331.71,,,,
1976-01-18,331.66,6.0,330.54,,51.64
1976-01-23,331.8,,,,
1976-01-25,331.88,5.0,331.37,,51.69
1976-01-30,332.35,,,,
1976-02-01,332.45,5.0,331.52,,52.09
1976-02-06,332.38,,,,
1976-02-08,332.51,5.0,331.19,,51.97
1976-02-13,332.68,,,,
1976-02-15,332.61,6.0,331.31,,51.89
1976-02-20,333.43,,,,
1976-02-22,333.49,5.0,331.83,,52.56
1976-02-27,332.55,,,,
1976-02-29,332.43,3.0,331.97,,51.28
1976-03-06,332.81,,,,
1976-03-07,332.88,7.0,331.64,,51.5
1976-03-13,333.59,,,,
1976-03-14,333.56,6.0,332.02,,51.94
1976-03-20,333.64,,,,
1976-03-21,334.33,2.0,331.95,,52.45
1976-03-27,334.51,,,,
1976-03-28,334.56,4.0,333.49,,52.45
1976-04-03,335.06,,,,
1976-04-04,335.06,4.0,332.75,,52.72
1976-04-10,333.89,,,,
1976-04-11,333.01,1.0,333.16,,50.45
1976-04-17,334.75,,,,
1976-04-18,334.7,6.0,333.34,,51.96
1976-04-24,334.99,,,,
1976-04-25,335.06,5.0,333.26,,52.19
1976-05-01,334.5,,,,
1976-05-02,334.17,4.0,333.99,,51.21
1976-05-08,334.22,,,,
1976-05-09,334.32,6.0,334.21,,51.32
1976-05-15,334.97,,,,
1976-05-16,335.29,4.0,333.47,,52.29
1976-05-22,335.29,,,,
1976-05-23,335.28,4.0,333.99,,52.35
1976-05-29,334.5,,,,
1976-05-30,334.43,6.0,333.92,,51.63
1976-06-05,334.18,,,,
1976-06-06,334.21,4.0,333.38,,51.58
1976-06-12,334.17,,,,
1976-06-13,334.17,5.0,333.21,,51.77
1976-06-19,334.05,,,,
1976-06-20,334.05,2.0,333.45,,51.92
1976-07-03,333.78,,,,
1976-07-04,333.6,4.0,332.42,,52.18
1976-07-10,333.38,,,,
1976-07-11,333.48,3.0,332.01,,52.5
1976-07-17,332.56,,,,
1976-07-18,332.43,3.0,331.29,,51.91
1976-07-24,332.26,,,,
1976-07-25,332.24,5.0,331.26,,52.21
1976-07-31,331.82,,,,
1976-08-01,331.69,5.0,331.01,,52.18
1976-08-07,330.95,,,,
1976-08-08,330.7,6.0,330.39,,51.72
1976-08-14,330.36,,,,
1976-08-15,330.44,5.0,329.72,,51.99
1976-08-21,330.23,,,,
1976-08-22,330.23,6.0,328.79,,52.26
1976-08-28,330.43,,,,
1976-08-29,330.43,2.0,329.11,,52.91
1976-09-04,329.53,,,,
1976-09-05,329.53,2.0,329.49,,52.38
1976-09-11,329.54,,,,
1976-09-12,329.54,2.0,327.93,,52.68
1976-09-18,328.71,,,,
1976-09-19,328.61,6.0,327.96,,51.95
1976-09-25,327.76,,,,
1976-09-26,327.65,3.0,327.97,,51.09
1976-10-02,328.54,,,,
1976-10-03,328.54,5.0,-999.99,,51.98
1976-10-09,328.55,,,,
1976-10-10,328.55,4.0,328.4,,51.9
1976-10-16,329.27,,,,
1976-10-17,329.28,3.0,328.75,,52.47
1976-10-23,328.89,,,,
1976-10-24,328.82,6.0,328.65,,51.79
1976-10-30,329.4,,,,
1976-10-31,329.4,4.0,329.13,,52.11
1976-11-06,330.6,,,,
1976-11-07,330.44,4.0,328.98,,52.85
1976-11-13,330.11,,,,
1976-11-14,330.17,7.0,329.22,,52.27
1976-11-20,330.5,,,,
1976-11-21,330.55,7.0,330.27,,52.36
1976-11-27,330.72,,,,
1976-11-28,330.68,7.0,329.9,,52.2
1976-12-04,330.87,,,,
1976-12-05,331.19,3.0,-999.99,,52.43
1976-12-11,332.1,,,,
1976-12-12,332.38,2.0,-999.99,,53.38
1976-12-18,331.65,,,,
1976-12-19,331.7,6.0,-999.99,,52.47
1976-12-25,332.36,,,,
1976-12-26,332.38,6.0,-999.99,,52.94
1977-01-01,332.42,,,,
1977-01-02,332.39,6.0,331.39,,52.75
1977-01-08,332.45,,,,
1977-01-09,332.5,6.0,331.42,,52.68
1977-01-15,332.73,,,,
1977-01-16,332.88,4.0,331.71,,52.89
1977-01-22,333.02,,,,
1977-01-23,333.02,5.0,331.8,,52.87
1977-01-29,333.07,,,,
1977-01-30,332.98,3.0,332.35,,52.66
1977-02-05,333.21,,,,
1977-02-06,333.23,4.0,332.38,,52.74
1977-02-12,333.2,,,,
1977-02-13,333.15,5.0,332.68,,52.48
1977-02-19,333.15,,,,
1977-02-20,333.18,7.0,333.43,,52.32
1977-02-26,333.99,,,,
1977-02-27,334.35,5.0,332.55,,53.28
1977-03-05,334.37,,,,
1977-03-06,334.3,5.0,332.81,,53.0
1977-03-12,335.15,,,,
1977-03-13,335.19,5.0,333.59,,53.65
1977-03-19,335.41,,,,
1977-03-20,335.32,6.0,333.64,,53.53
1977-03-26,335.02,,,,
1977-03-27,335.18,4.0,334.51,,53.14
1977-04-02,336.01,,,,
1977-04-03,336.01,3.0,335.06,,53.74
1977-04-09,335.54,,,,
1977-04-10,335.85,5.0,333.89,,53.36
1977-04-16,336.32,,,,
1977-04-17,336.31,7.0,334.75,,53.64
1977-04-23,336.47,,,,
1977-04-24,336.59,5.0,334.99,,53.77
1977-04-30,337.29,,,,
1977-05-01,337.0,3.0,334.5,,54.08
1977-05-07,336.55,,,,
1977-05-08,336.58,3.0,334.22,,53.61
1977-05-14,337.11,,,,
1977-05-15,337.1,4.0,334.97,,54.13
1977-05-21,337.0,,,,
1977-05-22,336.99,7.0,335.29,,54.08
1977-05-28,336.72,,,,
1977-05-29,336.63,6.0,334.5,,53.82
1977-06-04,336.19,,,,
1977-06-05,336.2,6.0,334.18,,53.55
1977-06-11,336.12,,,,
1977-06-12,336.01,5.0,334.17,,53.58
1977-06-18,336.34,,,,
1977-06-19,336.34,5.0,334.05,,54.16
1977-06-25,335.78,,,,
1977-06-26,335.74,6.0,-999.99,,53.87
1977-07-02,335.46,,,,
1977-07-03,335.46,3.0,333.78,,53.95
1977-07-09,335.28,,,,
1977-07-10,335.24,5.0,333.38,,54.14
1977-07-16,334.83,,,,
1977-07-17,334.6,3.0,332.56,,53.96
1977-07-23,334.18,,,,
1977-07-24,334.1,6.0,332.26,,53.95
1977-07-30,333.63,,,,
1977-07-31,333.42,5.0,331.82,,53.78
1977-08-06,332.58,,,,
1977-08-07,332.54,5.0,330.95,,53.43
1977-08-13,332.84,,,,
1977-08-14,332.84,3.0,330.36,,54.25
1977-08-20,331.82,,,,
1977-08-21,331.82,3.0,330.23,,53.72
1977-08-27,332.25,,,,
1977-08-28,332.25,5.0,330.43,,54.59
1977-09-03,331.18,,,,
1977-09-04,331.18,3.0,329.53,,53.91
1977-09-10,331.44,,,,
1977-09-11,331.48,7.0,329.54,,54.51
1977-09-17,330.94,,,,
1977-09-18,330.92,3.0,328.71,,54.17
1977-09-24,331.05,,,,
1977-09-25,330.93,5.0,327.76,,54.3
1977-10-01,330.96,,,,
1977-10-02,330.94,6.0,328.54,,54.33
1977-10-08,331.42,,,,
1977-10-09,331.54,4.0,328.55,,54.88
1977-10-15,331.32,,,,
1977-10-16,331.27,4.0,329.27,,54.48
1977-10-22,331.27,,,,
1977-10-23,331.37,7.0,328.89,,54.37
1977-10-29,331.81,,,,
1977-10-30,331.88,3.0,329.4,,54.64
1977-11-05,332.03,,,,
1977-11-06,332.08,6.0,330.6,,54.57
1977-11-12,332.47,,,,
1977-11-13,332.53,4.0,330.11,,54.72
1977-11-19,333.07,,,,
1977-11-20,333.11,6.0,330.5,,55.0
1977-11-26,332.66,,,,
1977-11-27,332.65,5.0,330.72,,54.26
1977-12-03,333.19,,,,
1977-12-04,333.34,6.0,330.87,,54.66
1977-12-10,333.57,,,,
1977-12-11,333.4,5.0,332.1,,54.46
1977-12-17,333.87,,,,
1977-12-18,334.03,7.0,331.65,,54.85
1977-12-24,334.05,,,,
1977-12-25,333.97,5.0,332.36,,54.56
1977-12-31,334.52,,,,
1978-01-01,334.65,4.0,332.42,,55.03
1978-01-07,334.5,,,,
1978-01-08,334.56,5.0,332.45,,54.75
1978-01-14,334.98,,,,
1978-01-15,334.94,5.0,332.73,,54.96
1978-01-21,335.29,,,,
1978-01-22,335.68,5.0,333.02,,55.52
1978-01-28,335.35,,,,
1978-01-29,335.22,6.0,333.07,,54.89
1978-02-04,334.89,,,,
1978-02-05,334.74,6.0,333.21,,54.23
1978-02-11,335.3,,,,
1978-02-12,335.3,6.0,333.2,,54.59
1978-02-18,335.43,,,,
1978-02-19,335.5,7.0,333.15,,54.59
1978-02-25,335.9,,,,
1978-02-26,335.95,7.0,333.99,,54.83
1978-03-04,336.08,,,,
1978-03-05,336.06,7.0,334.37,,54.7
1978-03-11,336.62,,,,
1978-03-12,336.73,6.0,335.15,,55.13
1978-03-18,336.75,,,,
1978-03-19,336.91,5.0,335.41,,55.06
1978-03-25,337.33,,,,
1978-03-26,337.29,6.0,335.02,,55.2
1978-04-01,337.33,,,,
1978-04-02,337.33,4.0,336.01,,55.01
1978-04-08,337.91,,,,
1978-04-09,338.0,4.0,335.54,,55.48
1978-04-15,337.6,,,,
1978-04-16,337.62,5.0,336.32,,54.93
1978-04-22,337.89,,,,
1978-04-23,337.87,4.0,336.47,,55.03
1978-04-29,338.27,,,,
1978-04-30,338.27,5.0,337.29,,55.33
1978-05-06,337.94,,,,
1978-05-07,338.03,6.0,336.55,,55.04
1978-05-13,338.03,,,,
1978-05-14,337.89,7.0,337.11,,54.89
1978-05-20,337.8,,,,
1978-05-21,337.79,5.0,337.0,,54.84
1978-05-27,338.24,,,,
1978-05-28,338.44,6.0,336.72,,55.59
1978-06-03,338.48,,,,
1978-06-04,338.46,2.0,336.19,,55.76
1978-06-10,338.12,,,,
1978-06-11,338.12,5.0,336.12,,55.62
1978-06-17,337.76,,,,
1978-06-18,337.62,3.0,336.34,,55.38
1978-06-24,337.45,,,,
1978-06-25,337.47,5.0,335.78,,55.55
1978-07-01,336.7,,,,
1978-07-02,336.69,3.0,335.46,,55.14
1978-07-08,336.82,,,,
1978-07-09,336.79,6.0,335.28,,55.66
1978-07-15,336.44,,,,
1978-07-16,336.34,5.0,334.83,,55.67
1978-07-22,335.89,,,,
1978-07-23,335.86,5.0,334.18,,55.69
1978-07-29,335.47,,,,
1978-07-30,335.42,6.0,333.63,,55.78
1978-08-05,334.72,,,,
1978-08-06,334.66,7.0,332.58,,55.56
1978-08-12,334.69,,,,
1978-08-13,334.69,4.0,332.84,,56.12
1978-08-19,334.34,,,,
1978-08-20,334.2,2.0,331.82,,56.14
1978-08-26,333.85,,,,
1978-08-27,333.78,3.0,332.25,,56.18
1978-09-02,332.47,,,,
1978-09-03,332.82,3.0,331.18,,55.61
1978-09-09,332.04,,,,
1978-09-10,331.85,6.0,331.44,,54.95
1978-09-16,331.93,,,,
1978-09-17,331.75,3.0,330.94,,55.07
1978-09-23,332.51,,,,
1978-09-24,332.79,4.0,331.05,,56.24
1978-09-30,332.34,,,,
1978-10-01,332.22,5.0,330.96,,55.7
1978-10-07,331.92,,,,
1978-10-08,331.91,5.0,331.42,,55.33
1978-10-14,332.51,,,,
1978-10-15,332.67,4.0,331.32,,55.95
1978-10-21,332.79,,,,
1978-10-22,332.8,6.0,331.27,,55.88
1978-10-28,333.1,,,,
1978-10-29,333.22,4.0,331.81,,56.04
1978-11-04,333.51,,,,
1978-11-05,333.57,5.0,332.03,,56.11
1978-11-11,333.62,,,,
1978-11-12,333.61,7.0,332.47,,55.84
1978-11-18,334.01,,,,
1978-11-19,334.12,6.0,333.07,,56.05
1978-11-25,334.17,,,,
1978-11-26,334.15,4.0,332.66,,55.78
1978-12-02,334.46,,,,
1978-12-03,334.46,5.0,333.19,,55.79
1978-12-09,334.94,,,,
1978-12-10,334.96,6.0,333.57,,56.03
1978-12-16,335.16,,,,
1978-12-17,335.26,6.0,333.87,,56.08
1978-12-23,335.16,,,,
1978-12-24,335.07,7.0,334.05,,55.68
1978-12-30,335.18,,,,
1978-12-31,335.2,7.0,334.52,,55.63
1979-01-06,335.3,,,,
1979-01-07,335.48,7.0,334.5,,55.72
1979-01-13,336.63,,,,
1979-01-14,336.64,7.0,334.98,,56.69
1979-01-20,336.84,,,,
1979-01-21,336.93,5.0,335.29,,56.8
1979-01-27,337.02,,,,
1979-01-28,337.01,4.0,335.35,,56.7
1979-02-03,336.67,,,,
1979-02-04,336.6,6.0,334.89,,56.1
1979-02-10,336.49,,,,
1979-02-11,336.52,7.0,335.3,,55.82
1979-02-17,336.76,,,,
1979-02-18,336.78,7.0,335.43,,55.88
1979-02-24,336.86,,,,
1979-02-25,336.9,5.0,335.9,,55.77
1979-03-02,337.72,,,,
1979-03-04,337.93,6.0,336.08,,56.57
1979-03-09,338.12,,,,
1979-03-11,338.1,3.0,336.62,,56.5
1979-03-16,338.09,,,,
1979-03-18,338.65,3.0,336.75,,56.8
1979-03-23,339.04,,,,
1979-03-25,338.97,7.0,337.33,,56.87
1979-03-30,338.17,,,,
1979-04-01,337.89,4.0,337.33,,55.56
1979-04-06,338.97,,,,
1979-04-08,338.76,5.0,337.91,,56.2
1979-04-13,338.62,,,,
1979-04-15,338.76,7.0,337.6,,56.01
1979-04-20,339.32,,,,
1979-04-22,339.38,6.0,337.89,,56.47
1979-04-27,339.65,,,,
1979-04-29,339.52,6.0,338.27,,56.51
1979-05-04,338.69,,,,
1979-05-06,338.61,3.0,337.94,,55.54
1979-05-11,339.08,,,,
1979-05-13,339.19,4.0,338.03,,56.12
1979-05-18,339.45,,,,
1979-05-20,339.41,6.0,337.8,,56.38
1979-05-25,339.42,,,,
1979-05-27,339.67,4.0,338.24,,56.75
1979-06-01,339.81,,,,
1979-06-03,339.74,6.0,338.48,,56.98
1979-06-08,339.06,,,,
1979-06-10,339.01,4.0,338.12,,56.47
1979-06-15,339.11,,,,
1979-06-17,339.15,6.0,337.76,,56.87
1979-06-22,338.91,,,,
1979-06-24,338.93,2.0,337.45,,56.96
1979-06-29,338.26,,,,
1979-07-01,338.14,6.0,336.7,,56.53
1979-07-06,337.78,,,,
1979-07-08,337.7,5.0,336.82,,56.5
1979-07-13,337.95,,,,
1979-07-15,337.91,6.0,336.44,,57.17
1979-07-20,336.8,,,,
1979-07-22,336.67,6.0,335.89,,56.42
1979-07-27,336.88,,,,
1979-07-29,336.85,5.0,335.47,,57.13
1979-08-03,336.4,,,,
1979-08-05,336.35,6.0,334.72,,57.17
1979-08-10,336.21,,,,
1979-08-12,336.17,5.0,334.69,,57.53
1979-08-17,335.0,,,,
1979-08-19,334.81,7.0,334.34,,56.69
1979-08-24,334.7,,,,
1979-08-26,334.99,5.0,333.85,,57.35
1979-08-31,334.2,,,,
1979-09-02,333.74,2.0,332.47,,56.53
1979-09-07,334.85,,,,
1979-09-09,334.4,4.0,332.04,,57.53
1979-09-14,333.61,,,,
1979-09-16,333.6,6.0,331.93,,56.98
1979-09-21,333.34,,,,
1979-09-23,333.61,5.0,332.51,,57.14
1979-09-28,334.13,,,,
1979-09-30,334.1,6.0,332.34,,57.67
1979-10-05,334.56,,,,
1979-10-07,334.52,3.0,331.92,,58.04
1979-10-12,334.11,,,,
1979-10-14,334.09,7.0,332.51,,57.46
1979-10-19,334.3,,,,
1979-10-21,334.35,7.0,332.79,,57.52
1979-10-26,334.46,,,,
1979-10-28,334.54,4.0,333.1,,57.45
1979-11-02,334.73,,,,
1979-11-04,334.8,7.0,333.51,,57.41
1979-11-09,335.24,,,,
1979-11-11,335.36,7.0,333.62,,57.66
1979-11-16,335.67,,,,
1979-11-18,335.79,7.0,334.01,,57.79
1979-11-23,335.97,,,,
1979-11-25,335.88,7.0,334.17,,57.57
1979-11-30,336.39,,,,
1979-12-02,336.4,7.0,334.46,,57.81
1979-12-07,336.63,,,,
1979-12-09,336.72,6.0,334.94,,57.86
1979-12-14,336.95,,,,
1979-12-16,337.01,3.0,335.16,,57.91
1979-12-21,337.27,,,,
1979-12-23,337.2,3.0,335.16,,57.87
1979-12-28,337.44,,,,
1979-12-30,337.53,7.0,335.18,,58.04
1980-01-04,337.43,,,,
1980-01-06,337.4,6.0,335.3,,57.75
1980-01-11,337.51,,,,
1980-01-13,337.71,6.0,336.63,,57.91
1980-01-18,338.71,,,,
1980-01-20,338.65,7.0,336.84,,58.69
1980-01-25,337.94,,,,
1980-01-27,337.89,7.0,337.02,,57.77
1980-02-01,338.37,,,,
1980-02-03,338.47,5.0,336.67,,58.19
1980-02-08,338.07,,,,
1980-02-10,338.19,6.0,336.49,,57.72
1980-02-15,338.46,,,,
1980-02-17,338.35,7.0,336.76,,57.68
1980-02-22,338.59,,,,
1980-02-24,338.91,7.0,336.86,,58.02
1980-03-01,339.84,,,,
1980-03-02,339.43,3.0,337.72,,58.3
1980-03-08,339.65,,,,
1980-03-09,339.83,6.0,338.12,,58.44
1980-03-15,339.74,,,,
1980-03-16,339.66,5.0,338.09,,57.99
1980-03-22,340.75,,,,
1980-03-23,340.84,6.0,339.04,,58.89
1980-03-29,340.75,,,,
1980-03-30,340.63,5.0,338.17,,58.41
1980-04-05,340.71,,,,
1980-04-06,340.81,5.0,338.97,,58.34
1980-04-12,341.06,,,,
1980-04-13,340.98,6.0,338.62,,58.28
1980-04-19,341.07,,,,
1980-04-20,341.14,7.0,339.32,,58.25
1980-04-26,341.29,,,,
1980-04-27,341.35,6.0,339.65,,58.33
1980-05-03,341.69,,,,
1980-05-04,341.39,4.0,338.69,,58.29
1980-05-10,341.4,,,,
1980-05-11,341.71,6.0,339.08,,58.59
1980-05-17,341.71,,,,
1980-05-18,341.34,5.0,339.45,,58.25
1980-05-24,341.13,,,,
1980-05-25,341.32,6.0,339.42,,58.32
1980-05-31,341.65,,,,
1980-06-01,341.64,5.0,339.81,,58.79
1980-06-07,341.68,,,,
1980-06-08,341.62,5.0,339.06,,58.98
1980-06-14,341.61,,,,
1980-06-15,341.5,6.0,339.11,,59.11
1980-06-21,340.75,,,,
1980-06-22,340.76,4.0,338.91,,58.67
1980-06-28,340.5,,,,
1980-06-29,340.49,5.0,338.26,,58.75
1980-07-05,340.04,,,,
1980-07-06,339.95,5.0,337.78,,58.62
1980-07-12,339.35,,,,
1980-07-13,339.3,6.0,337.95,,58.42
1980-07-19,338.89,,,,
1980-07-20,338.77,6.0,336.8,,58.38
1980-07-26,338.75,,,,
1980-07-27,338.81,6.0,336.88,,58.93
1980-08-02,337.26,,,,
1980-08-03,336.78,3.0,336.4,,57.45
1980-08-09,337.9,,,,
1980-08-10,337.99,4.0,336.21,,59.19
1980-08-16,338.33,,,,
1980-08-17,338.36,3.0,335.0,,60.09
1980-08-23,338.1,,,,
1980-08-24,337.2,4.0,334.7,,59.42
1980-08-30,336.11,,,,
1980-08-31,336.9,3.0,334.2,,59.55
1980-09-06,336.15,,,,
1980-09-07,335.96,4.0,334.85,,58.96
1980-09-13,336.43,,,,
1980-09-14,336.43,5.0,333.61,,59.69
1980-09-20,335.18,,,,
1980-09-21,335.71,2.0,333.34,,59.12
1980-09-27,335.96,,,,
1980-09-28,335.77,3.0,334.13,,59.25
1980-10-04,335.74,,,,
1980-10-05,335.72,7.0,334.56,,59.15
1980-10-11,336.05,,,,
1980-10-12,336.11,7.0,334.11,,59.42
1980-10-18,336.41,,,,
1980-10-19,336.51,6.0,334.3,,59.62
1980-10-25,336.65,,,,
1980-10-26,336.69,5.0,334.46,,59.55
1980-11-01,336.89,,,,
1980-11-02,336.9,7.0,334.73,,59.48
1980-11-08,337.37,,,,
1980-11-09,337.49,5.0,335.24,,59.76
1980-11-15,337.2,,,,
1980-11-16,337.22,7.0,335.67,,59.2
1980-11-22,337.6,,,,
1980-11-23,337.65,7.0,335.97,,59.34
1980-11-29,337.67,,,,
1980-11-30,337.8,4.0,336.39,,59.21
1980-12-06,338.11,,,,
1980-12-07,338.09,3.0,336.63,,59.26
1980-12-13,338.59,,,,
1980-12-14,338.52,7.0,336.95,,59.46
1980-12-20,338.29,,,,
1980-12-21,338.39,6.0,337.27,,59.13
1980-12-27,338.66,,,,
1980-12-28,338.61,7.0,337.44,,59.17
1981-01-03,339.0,,,,
1981-01-04,339.12,6.0,337.43,,59.43
1981-01-10,339.23,,,,
1981-01-11,339.25,7.0,337.51,,59.39
1981-01-17,339.52,,,,
1981-01-18,339.55,7.0,338.71,,59.53
1981-01-24,339.64,,,,
1981-01-25,339.67,5.0,337.94,,59.49
1981-01-31,339.72,,,,
1981-02-01,339.89,7.0,338.37,,59.55
1981-02-07,340.71,,,,
1981-02-08,340.7,6.0,338.07,,60.2
1981-02-14,340.31,,,,
1981-02-15,340.18,5.0,338.46,,59.5
1981-02-21,341.04,,,,
1981-02-22,341.34,7.0,338.59,,60.47
1981-02-28,341.39,,,,
1981-03-01,341.23,6.0,339.84,,60.14
1981-03-07,341.04,,,,
1981-03-08,340.97,5.0,339.65,,59.65
1981-03-14,341.41,,,,
1981-03-15,341.61,6.0,339.74,,60.04
1981-03-21,342.37,,,,
1981-03-22,342.49,5.0,340.75,,60.64
1981-03-28,342.27,,,,
1981-03-29,342.29,7.0,340.75,,60.17
1981-04-04,342.59,,,,
1981-04-05,342.62,5.0,340.71,,60.24
1981-04-11,342.85,,,,
1981-04-12,342.96,7.0,341.06,,60.34
1981-04-18,342.66,,,,
1981-04-19,342.54,7.0,341.07,,59.72
1981-04-25,342.53,,,,
1981-04-26,342.68,5.0,341.29,,59.7
